系所名稱,系號-序號,年級,類別,科目名稱,學分選必修,教師姓名,已選課人數/餘額,時間/教室,課程大綱
(A2)體育室 OPE,"['A2-311', 'A2039M0-2', '[OPE0114]']","['2', '二年級體育（男生組）']",['講義'],['足球（男）'],"['0', '必修']",['王駿濠'],['41/5'],"['[3]9~A', '光復體育場', '光復體育場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2039M0&class_code=2
(A2)體育室 OPE,"['A2-312', 'A203911-2', '[OPE0116]']","['2', '二年級體育（男生組）']",['講義'],"['足球（男女）', '【男女合班】']","['0', '必修']",['楊書銘'],['28/2'],"['[2]9~A', '光復體育場', '光復體育場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A203911&class_code=2
(A2)體育室 OPE,"['A2-313', 'A2064A1-2', '[OPE0027]']","['2', '二年級體育（男生組）']",['講義'],"['有氧舞蹈（男女）', '【男女合班】需穿著室內（乾淨）運動鞋']","['0', '必修']",['林桂珍'],['11/3'],"['[5]3~4', '自強韻律室', '自強韻律室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2064A1&class_code=2
(A2)體育室 OPE,"['A2-314', 'A2064A1-4', '[OPE0027]']","['2', '二年級體育（男生組）']",['講義'],"['有氧舞蹈（男女）', '【男女合班】需穿著室內（乾淨）運動鞋']","['0', '必修']",['林桂珍'],['19/2'],"['[5]5~6', '自強韻律室', '自強韻律室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2064A1&class_code=4
(A2)體育室 OPE,"['A2-316', 'A223801-2', '[OPE0039]']","['2', '二年級體育（男生組）']",['講義'],"['瑜伽（男女）', '【男女合班】大毛巾或舖巾自備']","['0', '必修']",['洪甄憶'],['25/額滿'],"['[3]3~4', '健休韻律教室', '健休韻律教室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A223801&class_code=2
(A2)體育室 OPE,"['A2-317', 'A2036M0-3', '[OPE0100]']","['2', '二年級體育（男生組）']",['講義'],['硬網（男）'],"['0', '必修']",['李劍如'],['12/34'],"['[2]5~6', '敬業網球場', '敬業網球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2036M0&class_code=3
(A2)體育室 OPE,"['A2-318', 'A226200-1', '[OPE0224]']","['2', '二年級體育（男生組）']",['講義'],['長距離跑（男）'],"['0', '必修']",['黃滄海'],['26/20'],"['[4]5~6', '光操視聽室', '光操視聽室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A226200&class_code=1
(A2)體育室 OPE,"['A2-319', 'A226200-2', '[OPE0224]']","['2', '二年級體育（男生組）']",['講義'],['長距離跑（男）'],"['0', '必修']",['黃滄海'],['19/27'],"['[1]5~6', '光操視聽室', '光操視聽室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A226200&class_code=2
(A2)體育室 OPE,"['A2-320', 'A2066A0-4', '[OPE0010]']","['2', '二年級體育（男生組）']",['講義'],['體適能運動（男）'],"['0', '必修']",['黃賢哲'],['21/25'],"['[3]5~6', '中正堂', '中正堂綜合球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2066A0&class_code=4
(A2)體育室 OPE,"['A2-323', 'A215700-2', '[OPE0282]']","['2', '二年級體育（男生組）']",['講義'],"['飛輪有氧（男女）', '【男女合班】']","['0', '必修']",['彭怡千'],['18/3'],"['[3]9~A', '飛輪教室', '飛輪教室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A215700&class_code=2
(A2)體育室 OPE,"['A2-326', 'A225200-2', '[OPE0036]']","['2', '二年級體育（男生組）']",['講義'],"['拳擊有氧（男女）', '【男女合班】需穿著室內（乾淨）運動鞋']","['0', '必修']",['許又文'],['24/1'],"['[3]5~6', '健休韻律教室', '健休韻律教室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A225200&class_code=2
(A2)體育室 OPE,"['A2-327', 'A226500-2', '[OPE33]']","['2', '二年級體育（男生組）']",['講義'],"['拳擊健身（男女）', '【男女合班】自備拳擊手套及綁帶']","['0', '必修']",['黃鴻鈞'],['31/額滿'],"['[3]3~4', '成大綜合體育館', '體育館桌球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A226500&class_code=2
(A2)體育室 OPE,"['A2-328', 'A226500-4', '[OPE33]']","['2', '二年級體育（男生組）']",['講義'],"['拳擊健身（男女）', '【男女合班】自備拳擊手套及綁帶']","['0', '必修']",['黃鴻鈞'],['32/額滿'],"['[3]5~6', '成大綜合體育館', '體育館桌球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A226500&class_code=4
(A2)體育室 OPE,"['A2-329', 'A2055A0-1', '[OPE0007]']","['2', '二年級體育（男生組）']",['講義'],['健訓（男）'],"['0', '必修']",['王駿濠'],['46/1'],"['[5]5~6', '光操健訓室', '光操健訓室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2055A0&class_code=1
(A2)體育室 OPE,"['A2-330', 'A2055A0-2', '[OPE0007]']","['2', '二年級體育（男生組）']",['講義'],['健訓（男）'],"['0', '必修']",['黃鴻鈞'],['45/2'],"['[1]5~6', '光操健訓室', '光操健訓室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2055A0&class_code=2
(A2)體育室 OPE,"['A2-331', 'A2055A0-3', '[OPE0007]']","['2', '二年級體育（男生組）']",['講義'],['健訓（男）'],"['0', '必修']",['林欣仕'],['44/2'],"['[3]5~6', '光操健訓室', '光操健訓室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2055A0&class_code=3
(A2)體育室 OPE,"['A2-333', 'A2036M0-2', '[OPE0100]']","['2', '二年級體育（男生組）']",['講義'],"['硬網（男）', '球具自備']","['0', '必修']",['馬上鈞'],['40/10'],"['[5]5~6', '敬業網球場', '敬業網球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2036M0&class_code=2
(A2)體育室 OPE,"['A2-334', 'A2036M0-1', '[OPE0100]']","['2', '二年級體育（男生組）']",['講義'],"['硬網（男）', '球具自備']","['0', '必修']",['李劍如'],['36/額滿'],"['[4]9~A', '敬業網球場', '敬業網球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2036M0&class_code=1
(A2)體育室 OPE,"['A2-339', 'A222900-8', '[OPE0003]']","['2', '二年級體育（男生組）']",['講義'],"['羽球（男女）', '【男女合班】球具自備']","['0', '必修']",['蔡佳良'],['26/額滿'],"['[1]5~6', '成大綜合體育館', '體育館羽球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A222900&class_code=8
(A2)體育室 OPE,"['A2-340', 'A222900-2', '[OPE0003]']","['2', '二年級體育（男生組）']",['講義'],"['羽球（男女）', '【男女合班】球具自備']","['0', '必修']",['黃鈴雯'],['24/額滿'],"['[2]5~6', '成大綜合體育館', '體育館羽球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A222900&class_code=2
(A2)體育室 OPE,"['A2-341', 'A222900-4', '[OPE0003]']","['2', '二年級體育（男生組）']",['講義'],"['羽球（男女）', '【男女合班】球具自備']","['0', '必修']",['馬上鈞'],['27/額滿'],"['[3]5~6', '成大綜合體育館', '體育館羽球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A222900&class_code=4
(A2)體育室 OPE,"['A2-343', 'A223000-2', '[OPE0113]']","['2', '二年級體育（男生組）']",['講義'],"['高爾夫（男女）', '【男女合班】']","['0', '必修']",['彭怡千'],['25/額滿'],"['[2]5~6', '自強橄欖球場', '自強橄欖球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A223000&class_code=2
(A2)體育室 OPE,"['A2-344', 'A223000-4', '[OPE0113]']","['2', '二年級體育（男生組）']",['講義'],"['高爾夫（男女）', '【男女合班】']","['0', '必修']",['彭怡千'],['30/額滿'],"['[4]3~4', '自強橄欖球場', '自強橄欖球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A223000&class_code=4
(A2)體育室 OPE,"['A2-345', 'A2040M0-1', '[OPE0105]']","['2', '二年級體育（男生組）']",['講義'],['排球（男）'],"['0', '必修']",['黃鴻鈞'],['25/25'],"['[2]5~6', '光復排球場', '光復排球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2040M0&class_code=1
(A2)體育室 OPE,"['A2-346', 'A2040M0-2', '[OPE0105]']","['2', '二年級體育（男生組）']",['講義'],['排球（男）'],"['0', '必修']",['黃鴻鈞'],['49/1'],"['[5]5~6', '光復排球場', '光復排球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2040M0&class_code=2
(A2)體育室 OPE,"['A2-347', 'A2040A1-2', '[OPE0107]']","['2', '二年級體育（男生組）']",['講義'],"['排球（男女）', '【男女合班】']","['0', '必修']",['黃賢哲'],['26/額滿'],"['[5]3~4', '中正堂', '中正堂綜合球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2040A1&class_code=2
(A2)體育室 OPE,"['A2-348', 'A222900-10', '[OPE0003]']","['7', '二年級體育（男生組）']",['講義'],"['羽球（男女）', '【男女合班】球具自備']","['0', '必修']",['黃鈴雯'],['30/額滿'],"['[5]5~6', '成大綜合體育館', '體育館羽球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A222900&class_code=10
(A2)體育室 OPE,"['A2-349', 'A2042M0-1', '[OPE0120]']","['2', '二年級體育（男生組）']",['講義'],"['壘球（男）', '手套自備']","['0', '必修']",['謝孟志'],['28/2'],"['[1]5~6', '自強壘球場', '自強壘球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2042M0&class_code=1
(A2)體育室 OPE,"['A2-350', 'A2042M0-2', '[OPE0120]']","['2', '二年級體育（男生組）']",['講義'],"['壘球（男）', '手套自備']","['0', '必修']",['謝孟志'],['30/額滿'],"['[2]5~6', '自強壘球場', '自強壘球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2042M0&class_code=2
(A2)體育室 OPE,"['A2-351', 'A2042M0-3', '[OPE0120]']","['2', '二年級體育（男生組）']",['講義'],"['壘球（男）', '手套自備']","['0', '必修']",['謝孟志'],['30/額滿'],"['[3]5~6', '自強壘球場', '自強壘球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2042M0&class_code=3
(A2)體育室 OPE,"['A2-352', 'A2042M0-4', '[OPE0120]']","['2', '二年級體育（男生組）']",['講義'],"['壘球（男）', '手套自備']","['0', '必修']",['謝孟志'],['29/1'],"['[4]5~6', '自強壘球場', '自強壘球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2042M0&class_code=4
(A2)體育室 OPE,"['A2-354', 'A2043B0-1', '[OPE0108]']","['2', '二年級體育（男生組）']",['講義'],['籃球（男）'],"['0', '必修']",['黃彥慈'],['41/5'],"['[3]5~6', '光復籃球低場', '光復籃球低場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2043B0&class_code=1
(A2)體育室 OPE,"['A2-355', 'A2043B0-2', '[OPE0108]']","['2', '二年級體育（男生組）']",['講義'],['籃球（男）'],"['0', '必修']",['潘慧雯'],['49/1'],"['[1]9~A', '光復籃球高場', '光復籃球高場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2043B0&class_code=2
(A2)體育室 OPE,"['A2-356', 'A2043B0-3', '[OPE0108]']","['2', '二年級體育（男生組）']",['講義'],['籃球（男）'],"['0', '必修']",['潘慧雯'],['35/11'],"['[4]5~6', '光復籃球低場', '光復籃球低場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2043B0&class_code=3
(A2)體育室 OPE,"['A2-357', 'A2044C1-2', '[OPE0110]']","['2', '二年級體育（男生組）']",['講義'],"['籃球（男女）', '【男女合班】']","['0', '必修']",['黃彥慈'],['31/額滿'],"['[2]5~6', '光復籃球低場', '光復籃球低場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2044C1&class_code=2
(A2)體育室 OPE,"['A2-358', 'A2066A0-1', '[OPE0010]']","['2', '二年級體育（男生組）']",['講義'],['體適能運動（男）'],"['0', '必修']",['潘慧雯'],['44/2'],"['[2]5~6', '健休體適能', '健休體適能']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2066A0&class_code=1
(A2)體育室 OPE,"['A2-359', 'A2066A0-2', '[OPE0010]']","['2', '二年級體育（男生組）']",['講義'],['體適能運動（男）'],"['0', '必修']",['潘慧雯'],['25/21'],"['[4]3~4', '健休體適能', '健休體適能']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2066A0&class_code=2
(A2)體育室 OPE,"['A2-360', 'A2066A0-3', '[OPE0010]']","['2', '二年級體育（男生組）']",['講義'],['體適能運動（男）'],"['0', '必修']",['潘慧雯'],['44/2'],"['[5]5~6', '健休體適能', '健休體適能']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2066A0&class_code=3
(A2)體育室 OPE,"['A2-362', 'A210200-2', '[OPE0012]']","['2', '二年級體育（男生組）']",['講義'],"['體適能運動（男女）', '【男女合班】']","['0', '必修']",['林欣仕'],['30/1'],"['[5]3~4', '健休體適能', '健休體適能']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A210200&class_code=2
(A2)體育室 OPE,"['A2-363', 'A210200-4', '[OPE0012]']",['二年級體育（男生組）'],['講義'],"['體適能運動（男女）', '男女合班', '非同步遠距課程']","['0', '必修']",['彭怡千'],['8/洽體育室'],['[5]9~A'],http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A210200&class_code=4
(A2)體育室 OPE,"['A2-364', 'A211100-2', '[OPE0048]']","['2', '二年級體育（男生組）']",['講義'],"['太極拳（男女）', '【男女合班】']","['0', '必修']",['高華君'],['18/1'],"['[4]1~2', '自強韻律室', '自強韻律室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A211100&class_code=2
(A2)體育室 OPE,"['A2-365', 'A222800-2', '[OPE0045]']","['2', '二年級體育（男生組）']",['講義'],"['國際標準舞（男女）', '【男女合班】需穿著室內（乾淨）運動鞋']","['0', '必修']",['鄭匡佑'],['18/5'],"['[2]5~6', '自強韻律室', '自強韻律室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A222800&class_code=2
(A2)體育室 OPE,"['A2-366', 'A223601-2', '[OPE0042]']","['2', '二年級體育（男生組）']",['講義'],"['國術（男女）', '【男女合班】需穿著室內（乾淨）運動鞋']","['0', '必修']",['許又文'],['20/額滿'],"['[5]3~4', '健休韻律教室', '健休韻律教室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A223601&class_code=2
(A2)體育室 OPE,"['A2-368', 'A226100', '[OPE0218]']","['2', '二年級體育（男生組）']",['講義'],['撞球（男）'],"['0', '必修']",['黃彥慈'],['40/額滿'],"['[4]3~4', '健休視聽室', '健休視聽室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A226100&class_code=
(A2)體育室 OPE,"['A2-369', 'A226101-2', '[OPE0219]']","['2', '二年級體育（男生組）']",['講義'],"['撞球（男女）', '【男女合班】']","['0', '必修']",['黃彥慈'],['20/額滿'],"['[4]5~6', '健休視聽室', '健休視聽室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A226101&class_code=2
(A2)體育室 OPE,"['A2-402', 'A2416A0', '[OPE1402]']","['2', '不限年級體育（男女生組）']",['講義'],"['硬網（男、女）', '【男女合班，不可抵體育必修畢業學分】球具自備']","['1', '選修']",['李劍如'],['22/14'],"['[3]9~A', '敬業網球場', '敬業網球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A2416A0&class_code=
(A2)體育室 OPE,"['A2-501', 'A220100', '[OPE0501]']",['體育（校代表隊）'],['講義'],"['男子田徑校隊', '限現任校代表隊員選填']","['0', '必修']",['林麗娟'],['3/47'],"['未定', '光操視聽室', '光操視聽室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A220100&class_code=
(A2)體育室 OPE,"['A2-502', 'A220200', '[OPE0502]']",['體育（校代表隊）'],['講義'],"['女子田徑校隊', '限現任校代表隊員選填']","['0', '必修']",['黃滄海'],['7/43'],"['未定', '光操視聽室', '光操視聽室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A220200&class_code=
(A2)體育室 OPE,"['A2-503', 'A220300', '[OPE0503]']",['體育（校代表隊）'],['講義'],"['男子游泳校隊', '限現任校代表隊員選填']","['0', '必修']",['洪甄憶'],['6/44'],['未定'],http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A220300&class_code=
(A2)體育室 OPE,"['A2-504', 'A220400', '[OPE0504]']",['體育（校代表隊）'],['講義'],"['女子游泳校隊', '限現任校代表隊員選填']","['0', '必修']",['周學雯'],['2/48'],['未定'],http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A220400&class_code=
(A2)體育室 OPE,"['A2-505', 'A220500', '[OPE0505]']",['體育（校代表隊）'],['講義'],"['男子籃球校隊', '限現任校代表隊員選填']","['0', '必修']",['潘慧雯'],['5/45'],"['未定', '中正堂', '中正堂視聽室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A220500&class_code=
(A2)體育室 OPE,"['A2-506', 'A220600', '[OPE0506]']",['體育（校代表隊）'],['講義'],"['女子籃球校隊', '限現任校代表隊員選填']","['0', '必修']","['高華君', '林欣仕']",['7/43'],"['未定', '中正堂', '中正堂視聽室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A220600&class_code=
(A2)體育室 OPE,"['A2-507', 'A220700', '[OPE0507]']",['體育（校代表隊）'],['講義'],"['男子排球校隊', '限現任校代表隊員選填']","['0', '必修']",['黃鴻鈞'],['4/46'],"['未定', '中正堂', '中正堂視聽室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A220700&class_code=
(A2)體育室 OPE,"['A2-508', 'A220800', '[OPE0508]']",['體育（校代表隊）'],['講義'],"['女子排球校隊', '限現任校代表隊員選填']","['0', '必修']",['黃賢哲'],['11/39'],"['未定', '光操健訓室', '光操健訓室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A220800&class_code=
(A2)體育室 OPE,"['A2-509', 'A220900', '[OPE0509]']",['體育（校代表隊）'],['講義'],"['足球校隊', '限現任校代表隊員選填']","['0', '必修']",['王駿濠'],['8/42'],"['未定', '光操視聽室', '光操視聽室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A220900&class_code=
(A2)體育室 OPE,"['A2-510', 'A221000', '[OPE0510]']",['體育（校代表隊）'],['講義'],"['橄欖球校隊', '限現任校代表隊員選填']","['0', '必修']",['莊博堯'],['10/40'],['未定'],http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A221000&class_code=
(A2)體育室 OPE,"['A2-511', 'A221100', '[OPE0511]']",['體育（校代表隊）'],['講義'],"['棒球校隊', '限現任校代表隊員選填']","['0', '必修']","['黃彥慈', '彭怡千']",['10/40'],['未定'],http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A221100&class_code=
(A2)體育室 OPE,"['A2-512', 'A221200', '[OPE0512]']",['體育（校代表隊）'],['講義'],"['男子桌球校隊', '限現任校代表隊員選填']","['0', '必修']",['邱宏達'],['10/40'],"['未定', '成大綜合體育館', '體育館桌球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A221200&class_code=
(A2)體育室 OPE,"['A2-513', 'A221300', '[OPE0513]']",['體育（校代表隊）'],['講義'],"['女子桌球校隊', '限現任校代表隊員選填']","['0', '必修']",['徐珊惠'],['6/44'],"['未定', '成大綜合體育館', '體育館桌球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A221300&class_code=
(A2)體育室 OPE,"['A2-514', 'A221400', '[OPE0514]']",['體育（校代表隊）'],['講義'],"['男子羽球校隊', '限現任校代表隊員選填']","['0', '必修']",['涂國誠'],['12/38'],"['未定', '成大綜合體育館', '體育館羽球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A221400&class_code=
(A2)體育室 OPE,"['A2-515', 'A221500', '[OPE0515]']",['體育（校代表隊）'],['講義'],"['女子羽球校隊', '限現任校代表隊員選填']","['0', '必修']",['蔡佳良'],['12/38'],"['未定', '成大綜合體育館', '體育館羽球場']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A221500&class_code=
(A2)體育室 OPE,"['A2-516', 'A221800', '[OPE0516]']",['體育（校代表隊）'],['講義'],"['男子硬網校隊', '限現任校代表隊員選填']","['0', '必修']",['李劍如'],['5/45'],['未定'],http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A221800&class_code=
(A2)體育室 OPE,"['A2-517', 'A221900', '[OPE0517]']",['體育（校代表隊）'],['講義'],"['女子硬網校隊', '限現任校代表隊員選填']","['0', '必修']",['馬上鈞'],['6/44'],['未定'],http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A221900&class_code=
(A2)體育室 OPE,"['A2-518', 'A222000', '[OPE0518]']",['體育（校代表隊）'],['講義'],"['男子軟網校隊', '限現任校代表隊員選填']","['0', '必修']",['王苓華'],['0/50'],['未定'],http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A222000&class_code=
(A2)體育室 OPE,"['A2-519', 'A222100', '[OPE0519]']",['體育（校代表隊）'],['講義'],"['女子軟網校隊', '限現任校代表隊員選修']","['0', '必修']",['王苓華'],['2/48'],['未定'],http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A222100&class_code=
(A2)體育室 OPE,"['A2-520', 'A222600', '[OPE0520]']",['體育（校代表隊）'],['講義'],"['男子壘球校隊', '限現任校代表隊員選填']","['0', '必修']",['謝孟志'],['1/49'],['未定'],http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A222600&class_code=
(A2)體育室 OPE,"['A2-531', 'A216220', '[OPE1700]']",['體育（校代表隊）'],['講義'],"['男子田徑校隊（二）', '限已修畢必修0學分，且限現任校代表隊員選填']","['1', '選修']",['林麗娟'],['3/47'],"['未定', '光操視聽室', '光操視聽室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A216220&class_code=
(A2)體育室 OPE,"['A2-532', 'A216320', '[OPE1701]']",['體育（校代表隊）'],['講義'],"['女子田徑校隊（二）', '限已修畢必修0學分，且限現任校代表隊員選填']","['1', '選修']",['黃滄海'],['2/48'],"['未定', '光操視聽室', '光操視聽室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A216320&class_code=
(A2)體育室 OPE,"['A2-533', 'A216420', '[OPE1702]']",['體育（校代表隊）'],['講義'],"['男子游泳校隊（二）', '限已修畢必修0學分，且限現任校代表隊員選填']","['1', '選修']",['洪甄憶'],['1/49'],"['未定', '成大綜合體育館', '體育館游泳池']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A216420&class_code=
(A2)體育室 OPE,"['A2-534', 'A216520', '[OPE1703]']",['體育（校代表隊）'],['講義'],"['女子游泳校隊（二）', '限已修畢必修0學分，且限現任校代表隊員選填']","['1', '選修']",['周學雯'],['1/49'],"['未定', '成大綜合體育館', '體育館游泳池']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A216520&class_code=
(A2)體育室 OPE,"['A2-535', 'A216620', '[OPE1704]']",['體育（校代表隊）'],['講義'],"['男子籃球校隊（二）', '限已修畢必修0學分，且限現任校代表隊員選填']","['1', '選修']",['潘慧雯'],['3/47'],"['未定', '中正堂', '中正堂視聽室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A216620&class_code=
(A2)體育室 OPE,"['A2-536', 'A216720', '[OPE1705]']",['體育（校代表隊）'],['講義'],"['女子籃球校隊（二）', '限已修畢必修0學分，且限現任校代表隊員選填']","['1', '選修']","['高華君', '林欣仕']",['7/43'],"['未定', '中正堂', '中正堂視聽室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A216720&class_code=
(A2)體育室 OPE,"['A2-537', 'A216820', '[OPE1706]']",['體育（校代表隊）'],['講義'],"['男子排球校隊（二）', '限已修畢必修0學分，且限現任校代表隊員選填']","['1', '選修']",['黃鴻鈞'],['3/47'],"['未定', '光操視聽室', '光操視聽室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A216820&class_code=
(A2)體育室 OPE,"['A2-538', 'A216920', '[OPE1707]']",['體育（校代表隊）'],['講義'],"['女子排球校隊（二）', '限已修畢必修0學分，且限現任校代表隊員選填']","['1', '選修']",['黃賢哲'],['5/45'],"['未定', '中正堂', '中正堂視聽室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A216920&class_code=
(A2)體育室 OPE,"['A2-539', 'A218120', '[OPE1708]']",['體育（校代表隊）'],['講義'],"['足球校隊（二）', '限已修畢必修0學分，且限現任校代表隊員選填']","['1', '選修']",['王駿濠'],['10/40'],"['未定', '光操視聽室', '光操視聽室']",http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A218120&class_code=
(A2)體育室 OPE,"['A2-540', 'A217020', '[OPE1709]']",['體育（校代表隊）'],['講義'],"['橄欖球校隊（二）', '限已修畢必修0學分，且限現任校代表隊員選填']","['1', '選修']",['莊博堯'],['3/47'],['未定'],http://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0108&sem=2&co_no=A217020&class_code=
